country,year_raw,value,year
United States of America,1991,1190400000,1991
   Austria,1992,132360000,1992
   Belgium,1992,0,1992
   Belgium/Luxembourg,1992,109680000,1992
   Bulgaria,1992,10920000,1992
   Croatia,1992,10080000,1992
   Cyprus,1992,2460000,1992
   Czechia,1992,28500000,1992
   Denmark,1992,63720000,1992
   Estonia,1992,960000,1992
   Finland,1992,63300000,1992
   France,1992,396720000,1992
   Germany,1992,827340000,1992
   Greece,1992,20940000,1992
   Hungary,1992,31320000,1992
   Ireland,1992,5700000,1992
   Italy,1992,275700000,1992
   Latvia,1992,1200000,1992
   Lithuania,1992,120000,1992
   Luxembourg,1992,0,1992
   Malta,1992,1080000,1992
   Netherlands,1992,192300000,1992
   Poland,1992,107220000,1992
   Portugal,1992,35460000,1992
   Romania,1992,36180000,1992
   Slovakia,1992,0,1992
   Slovenia,1992,7380000,1992
   Spain,1992,204840000,1992
   Sweden,1992,106320000,1992
Japan,1992,319560000,1992
Norway,1992,44340000,1992
Russian Federation,1992,82920000,1992
Switzerland,1992,66060000,1992
Tunisia,1992,6660000,1992
United Kingdom,1992,185280000,1992
United States of America,1992,1376340000,1992
   Austria,1993,110160000,1993
   Belgium,1993,0,1993
   Belgium/Luxembourg,1993,123780000,1993
   Bulgaria,1993,23820000,1993
   Croatia,1993,9780000,1993
   Cyprus,1993,4620000,1993
   Czechia,1993,30840000,1993
   Denmark,1993,59640000,1993
   Estonia,1993,3060000,1993
   Finland,1993,78060000,1993
   France,1993,380040000,1993
   Germany,1993,846420000,1993
   Greece,1993,22500000,1993
   Hungary,1993,40080000,1993
   Ireland,1993,6660000,1993
   Italy,1993,335640000,1993
   Latvia,1993,3600000,1993
   Lithuania,1993,540000,1993
   Luxembourg,1993,0,1993
   Malta,1993,1380000,1993
   Netherlands,1993,168240000,1993
   Poland,1993,100200000,1993
   Portugal,1993,39960000,1993
   Romania,1993,25500000,1993
   Slovakia,1993,17280000,1993
   Slovenia,1993,9120000,1993
   Spain,1993,168780000,1993
   Sweden,1993,105420000,1993
Japan,1993,341460000,1993
Norway,1993,41580000,1993
Russian Federation,1993,107700000,1993
Switzerland,1993,63600000,1993
Tunisia,1993,6060000,1993
United Kingdom,1993,191820000,1993
United States of America,1993,1159740000,1993
   Austria,1994,85020000,1994
   Belgium,1994,0,1994
   Belgium/Luxembourg,1994,135720000,1994
   Bulgaria,1994,27780000,1994
   Croatia,1994,11580000,1994
   Cyprus,1994,3120000,1994
   Czechia,1994,33240000,1994
   Denmark,1994,61980000,1994
   Estonia,1994,4980000,1994
   Finland,1994,81660000,1994
   France,1994,382140000,1994
   Germany,1994,814980000,1994
   Greece,1994,30120000,1994
   Hungary,1994,46260000,1994
   Ireland,1994,7860000,1994
   Italy,1994,333240000,1994
   Latvia,1994,1380000,1994
   Lithuania,1994,2820000,1994
   Luxembourg,1994,0,1994
   Malta,1994,780000,1994
   Netherlands,1994,168000000,1994
   Poland,1994,110580000,1994
   Portugal,1994,39840000,1994
   Romania,1994,20820000,1994
   Slovakia,1994,15420000,1994
   Slovenia,1994,9540000,1994
   Spain,1994,181680000,1994
   Sweden,1994,113580000,1994
Japan,1994,373020000,1994
Norway,1994,48360000,1994
Russian Federation,1994,103560000,1994
Switzerland,1994,65940000,1994
Tunisia,1994,8220000,1994
United Kingdom,1994,207960000,1994
United States of America,1994,970260000,1994
   Austria,1995,73860000,1995
   Belgium,1995,0,1995
   Belgium/Luxembourg,1995,144060000,1995
   Bulgaria,1995,30900000,1995
   Croatia,1995,19200000,1995
   Cyprus,1995,2640000,1995
   Czechia,1995,33180000,1995
   Denmark,1995,52620000,1995
   Estonia,1995,6420000,1995
   Finland,1995,46140000,1995
   France,1995,372840000,1995
   Germany,1995,771120000,1995
   Greece,1995,31380000,1995
   Hungary,1995,31200000,1995
   Ireland,1995,6900000,1995
   Italy,1995,323280000,1995
   Latvia,1995,1800000,1995
   Lithuania,1995,6780000,1995
   Luxembourg,1995,0,1995
   Malta,1995,1380000,1995
   Netherlands,1995,174600000,1995
   Poland,1995,106260000,1995
   Portugal,1995,37980000,1995
   Romania,1995,33060000,1995
   Slovakia,1995,15000000,1995
   Slovenia,1995,8880000,1995
   Spain,1995,188760000,1995
   Sweden,1995,85200000,1995
Japan,1995,329340000,1995
Norway,1995,39720000,1995
Russian Federation,1995,103680000,1995
Switzerland,1995,61020000,1995
Tunisia,1995,8220000,1995
United Kingdom,1995,168420000,1995
United States of America,1995,1026420000,1995
   Austria,1996,72600000,1996
   Belgium,1996,0,1996
   Belgium/Luxembourg,1996,151560000,1996
   Bulgaria,1996,16320000,1996
   Croatia,1996,19320000,1996
   Cyprus,1996,3120000,1996
   Czechia,1996,31500000,1996
   Denmark,1996,60360000,1996
   Estonia,1996,7020000,1996
   Finland,1996,59520000,1996
   France,1996,399600000,1996
   Germany,1996,810420000,1996
   Greece,1996,45960000,1996
   Hungary,1996,36180000,1996
   Ireland,1996,5880000,1996
   Italy,1996,336480000,1996
   Latvia,1996,3960000,1996
   Lithuania,1996,9000000,1996
   Luxembourg,1996,0,1996
   Malta,1996,540000,1996
   Netherlands,1996,185040000,1996
   Poland,1996,115440000,1996
   Portugal,1996,44580000,1996
   Romania,1996,41820000,1996
   Slovakia,1996,15660000,1996
   Slovenia,1996,10500000,1996
   Spain,1996,210900000,1996
   Sweden,1996,91320000,1996
Japan,1996,359640000,1996
Norway,1996,43200000,1996
Russian Federation,1996,67680000,1996
Switzerland,1996,66720000,1996
Tunisia,1996,8640000,1996
United Kingdom,1996,174180000,1996
United States of America,1996,1166700000,1996
   Austria,1997,77640000,1997
   Belgium,1997,0,1997
   Belgium/Luxembourg,1997,152640000,1997
   Bulgaria,1997,17640000,1997
   Croatia,1997,23100000,1997
   Cyprus,1997,2460000,1997
   Czechia,1997,33600000,1997
   Denmark,1997,56940000,1997
   Estonia,1997,8460000,1997
   Finland,1997,71160000,1997
   France,1997,402240000,1997
   Germany,1997,834300000,1997
   Greece,1997,47340000,1997
   Hungary,1997,40500000,1997
   Ireland,1997,6360000,1997
   Italy,1997,344580000,1997
   Latvia,1997,8640000,1997
   Lithuania,1997,11220000,1997
   Luxembourg,1997,0,1997
   Malta,1997,540000,1997
   Netherlands,1997,175440000,1997
   Poland,1997,135180000,1997
   Portugal,1997,43620000,1997
   Romania,1997,37860000,1997
   Slovakia,1997,15180000,1997
   Slovenia,1997,10260000,1997
   Spain,1997,226620000,1997
   Sweden,1997,88380000,1997
Japan,1997,355260000,1997
Norway,1997,41040000,1997
Russian Federation,1997,131100000,1997
Switzerland,1997,58260000,1997
Tunisia,1997,9900000,1997
United Kingdom,1997,175740000,1997
United States of America,1997,1220580000,1997
   Austria,1998,77580000,1998
   Belgium,1998,0,1998
   Belgium/Luxembourg,1998,214800000,1998
   Bulgaria,1998,20520000,1998
   Croatia,1998,20340000,1998
   Cyprus,1998,3000000,1998
   Czechia,1998,45900000,1998
   Denmark,1998,60840000,1998
   Estonia,1998,8100000,1998
   Finland,1998,70080000,1998
   France,1998,394560000,1998
   Germany,1998,824400000,1998
   Greece,1998,42240000,1998
   Hungary,1998,42960000,1998
   Ireland,1998,6120000,1998
   Italy,1998,353340000,1998
   Latvia,1998,9540000,1998
   Lithuania,1998,11100000,1998
   Luxembourg,1998,0,1998
   Malta,1998,600000,1998
   Netherlands,1998,171720000,1998
   Poland,1998,137580000,1998
   Portugal,1998,45720000,1998
   Romania,1998,35700000,1998
   Slovakia,1998,15540000,1998
   Slovenia,1998,10440000,1998
   Spain,1998,223080000,1998
   Sweden,1998,86400000,1998
Japan,1998,361620000,1998
Norway,1998,42420000,1998
Russian Federation,1998,103920000,1998
Switzerland,1998,66720000,1998
Tunisia,1998,8820000,1998
United Kingdom,1998,188520000,1998
United States of America,1998,1261800000,1998
   Austria,1999,90000000,1999
   Belgium,1999,180180000,1999
   Belgium/Luxembourg,1999,0,1999
   Bulgaria,1999,22020000,1999
   Croatia,1999,21120000,1999
   Cyprus,1999,3300000,1999
   Czechia,1999,43680000,1999
   Denmark,1999,65640000,1999
   Estonia,1999,7860000,1999
   Finland,1999,72540000,1999
   France,1999,400560000,1999
   Germany,1999,859200000,1999
   Greece,1999,43980000,1999
   Hungary,1999,45720000,1999
   Ireland,1999,8520000,1999
   Italy,1999,356580000,1999
   Latvia,1999,10980000,1999
   Lithuania,1999,12360000,1999
   Luxembourg,1999,8700000,1999
   Malta,1999,540000,1999
   Netherlands,1999,153960000,1999
   Poland,1999,144240000,1999
   Portugal,1999,49020000,1999
   Romania,1999,30660000,1999
   Slovakia,1999,16140000,1999
   Slovenia,1999,10920000,1999
   Spain,1999,239160000,1999
   Sweden,1999,87360000,1999
Japan,1999,392820000,1999
Norway,1999,47400000,1999
Russian Federation,1999,82080000,1999
Switzerland,1999,68340000,1999
Tunisia,1999,11160000,1999
United Kingdom,1999,174420000,1999
United States of America,1999,1364760000,1999
   Austria,2000,75420000,2000
   Belgium,2000,209460000,2000
   Belgium/Luxembourg,2000,0,2000
   Bulgaria,2000,16860000,2000
   Croatia,2000,20640000,2000
   Cyprus,2000,4140000,2000
   Czechia,2000,48540000,2000
   Denmark,2000,61320000,2000
   Estonia,2000,6300000,2000
   Finland,2000,63780000,2000
   France,2000,391200000,2000
   Germany,2000,833700000,2000
   Greece,2000,47880000,2000
   Hungary,2000,47400000,2000
   Ireland,2000,9300000,2000
   Italy,2000,378900000,2000
   Latvia,2000,10860000,2000
   Lithuania,2000,12780000,2000
   Luxembourg,2000,13920000,2000
   Malta,2000,540000,2000
   Netherlands,2000,177960000,2000
   Poland,2000,154560000,2000
   Portugal,2000,48660000,2000
   Romania,2000,33120000,2000
   Slovakia,2000,17160000,2000
   Slovenia,2000,11220000,2000
   Spain,2000,226080000,2000
   Sweden,2000,80640000,2000
Japan,2000,414480000,2000
Norway,2000,39720000,2000
Russian Federation,2000,113400000,2000
Switzerland,2000,70260000,2000
Tunisia,2000,11520000,2000
United Kingdom,2000,180720000,2000
United States of America,2000,1426020000,2000
   Austria,2001,85920000,2001
   Belgium,2001,192540000,2001
   Belgium/Luxembourg,2001,0,2001
   Bulgaria,2001,21300000,2001
   Croatia,2001,21120000,2001
   Cyprus,2001,3540000,2001
   Czechia,2001,53940000,2001
   Denmark,2001,66180000,2001
   Estonia,2001,9660000,2001
   Finland,2001,65040000,2001
   France,2001,405180000,2001
   Germany,2001,885180000,2001
   Greece,2001,52080000,2001
   Hungary,2001,49980000,2001
   Ireland,2001,10800000,2001
   Italy,2001,392520000,2001
   Latvia,2001,9360000,2001
   Lithuania,2001,16020000,2001
   Luxembourg,2001,12600000,2001
   Malta,2001,540000,2001
   Netherlands,2001,167640000,2001
   Poland,2001,163140000,2001
   Portugal,2001,50580000,2001
   Romania,2001,37980000,2001
   Slovakia,2001,19020000,2001
   Slovenia,2001,11640000,2001
   Spain,2001,243480000,2001
   Sweden,2001,85920000,2001
Japan,2001,419760000,2001
Norway,2001,42960000,2001
Russian Federation,2001,183420000,2001
Switzerland,2001,75300000,2001
Tunisia,2001,13980000,2001
United Kingdom,2001,183720000,2001
United States of America,2001,1284900000,2001
   Austria,2002,86820000,2002
   Belgium,2002,227520000,2002
   Belgium/Luxembourg,2002,0,2002
   Bulgaria,2002,20580000,2002
   Croatia,2002,22260000,2002
   Cyprus,2002,3420000,2002
   Czechia,2002,53280000,2002
   Denmark,2002,64560000,2002
   Estonia,2002,7200000,2002
   Finland,2002,64500000,2002
   France,2002,415500000,2002
   Germany,2002,930960000,2002
   Greece,2002,53820000,2002
   Hungary,2002,49680000,2002
   Ireland,2002,10620000,2002
   Italy,2002,391380000,2002
   Latvia,2002,9840000,2002
   Lithuania,2002,15780000,2002
   Luxembourg,2002,15180000,2002
   Malta,2002,600000,2002
   Netherlands,2002,165600000,2002
   Poland,2002,158580000,2002
   Portugal,2002,50280000,2002
   Romania,2002,44280000,2002
   Slovakia,2002,18000000,2002
   Slovenia,2002,12060000,2002
   Spain,2002,241560000,2002
   Sweden,2002,87780000,2002
Japan,2002,438420000,2002
Norway,2002,41880000,2002
Russian Federation,2002,210240000,2002
Switzerland,2002,73020000,2002
Tunisia,2002,14160000,2002
United Kingdom,2002,178260000,2002
United States of America,2002,1298340000,2002
   Austria,2003,80160000,2003
   Belgium,2003,229080000,2003
   Belgium/Luxembourg,2003,0,2003
   Bulgaria,2003,24000000,2003
   Croatia,2003,23580000,2003
   Cyprus,2003,3540000,2003
   Czechia,2003,58440000,2003
   Denmark,2003,60120000,2003
   Estonia,2003,8040000,2003
   Finland,2003,66300000,2003
   France,2003,399120000,2003
   Germany,2003,943620000,2003
   Greece,2003,59880000,2003
   Hungary,2003,51840000,2003
   Ireland,2003,13620000,2003
   Italy,2003,415740000,2003
   Latvia,2003,11160000,2003
   Lithuania,2003,13260000,2003
   Luxembourg,2003,17340000,2003
   Malta,2003,660000,2003
   Netherlands,2003,190560000,2003
   Poland,2003,159840000,2003
   Portugal,2003,50040000,2003
   Romania,2003,45300000,2003
   Slovakia,2003,18180000,2003
   Slovenia,2003,10620000,2003
   Spain,2003,248160000,2003
   Sweden,2003,86100000,2003
Japan,2003,415380000,2003
Norway,2003,41460000,2003
Russian Federation,2003,226320000,2003
Switzerland,2003,79320000,2003
Tunisia,2003,7380000,2003
United Kingdom,2003,180120000,2003
United States of America,2003,1365600000,2003
   Austria,2004,92280000,2004
   Belgium,2004,238080000,2004
   Belgium/Luxembourg,2004,0,2004
   Bulgaria,2004,22020000,2004
   Croatia,2004,23280000,2004
   Cyprus,2004,3540000,2004
   Czechia,2004,55740000,2004
   Denmark,2004,67140000,2004
   Estonia,2004,10560000,2004
   Finland,2004,69120000,2004
   France,2004,356400000,2004
   Germany,2004,1041360000,2004
   Greece,2004,56520000,2004
   Hungary,2004,58620000,2004
   Ireland,2004,15840000,2004
   Italy,2004,421920000,2004
   Latvia,2004,11280000,2004
   Lithuania,2004,15360000,2004
   Luxembourg,2004,18960000,2004
   Malta,2004,960000,2004
   Netherlands,2004,189540000,2004
   Poland,2004,161220000,2004
   Portugal,2004,50280000,2004
   Romania,2004,49680000,2004
   Slovakia,2004,17880000,2004
   Slovenia,2004,11760000,2004
   Spain,2004,250380000,2004
   Sweden,2004,89700000,2004
Japan,2004,435240000,2004
Norway,2004,42960000,2004
Russian Federation,2004,192300000,2004
Switzerland,2004,74160000,2004
Tunisia,2004,15840000,2004
United Kingdom,2004,199740000,2004
United States of America,2004,1391040000,2004
   Austria,2005,94620000,2005
   Belgium,2005,243780000,2005
   Belgium/Luxembourg,2005,0,2005
   Bulgaria,2005,26460000,2005
   Croatia,2005,23520000,2005
   Cyprus,2005,4800000,2005
   Czechia,2005,63780000,2005
   Denmark,2005,59580000,2005
   Estonia,2005,13260000,2005
   Finland,2005,69360000,2005
   France,2005,342840000,2005
   Germany,2005,1002960000,2005
   Greece,2005,55860000,2005
   Hungary,2005,51120000,2005
   Ireland,2005,15060000,2005
   Italy,2005,436140000,2005
   Latvia,2005,11460000,2005
   Lithuania,2005,17040000,2005
   Luxembourg,2005,19860000,2005
   Malta,2005,960000,2005
   Netherlands,2005,179280000,2005
   Poland,2005,167520000,2005
   Portugal,2005,49860000,2005
   Romania,2005,52440000,2005
   Slovakia,2005,18480000,2005
   Slovenia,2005,11460000,2005
   Spain,2005,261360000,2005
   Sweden,2005,101580000,2005
Japan,2005,444480000,2005
Norway,2005,45180000,2005
Russian Federation,2005,200160000,2005
Switzerland,2005,98460000,2005
Tunisia,2005,11400000,2005
United Kingdom,2005,205980000,2005
United States of America,2005,1382520000,2005
   Austria,2006,96060000,2006
   Belgium,2006,276300000,2006
   Belgium/Luxembourg,2006,0,2006
   Bulgaria,2006,26100000,2006
   Croatia,2006,24240000,2006
   Cyprus,2006,4440000,2006
   Czechia,2006,56400000,2006
   Denmark,2006,60240000,2006
   Estonia,2006,15240000,2006
   Finland,2006,70080000,2006
   France,2006,371460000,2006
   Germany,2006,1112580000,2006
   Greece,2006,53820000,2006
   Hungary,2006,54060000,2006
   Ireland,2006,15120000,2006
   Italy,2006,452880000,2006
   Latvia,2006,13260000,2006
   Lithuania,2006,19020000,2006
   Luxembourg,2006,20160000,2006
   Malta,2006,1740000,2006
   Netherlands,2006,197580000,2006
   Poland,2006,159240000,2006
   Portugal,2006,51720000,2006
   Romania,2006,51240000,2006
   Slovakia,2006,20820000,2006
   Slovenia,2006,11220000,2006
   Spain,2006,272280000,2006
   Sweden,2006,109200000,2006
Japan,2006,457920000,2006
Norway,2006,43860000,2006
Russian Federation,2006,207900000,2006
Switzerland,2006,90180000,2006
Tunisia,2006,12540000,2006
United Kingdom,2006,242760000,2006
United States of America,2006,1422540000,2006
   Austria,2007,118080000,2007
   Belgium,2007,240840000,2007
   Belgium/Luxembourg,2007,0,2007
   Bulgaria,2007,23580000,2007
   Croatia,2007,24840000,2007
   Cyprus,2007,4260000,2007
   Czechia,2007,62220000,2007
   Denmark,2007,59700000,2007
   Estonia,2007,16620000,2007
   Finland,2007,72420000,2007
   France,2007,385200000,2007
   Germany,2007,1173840000,2007
   Greece,2007,64860000,2007
   Hungary,2007,53640000,2007
   Ireland,2007,15960000,2007
   Italy,2007,481680000,2007
   Latvia,2007,9060000,2007
   Lithuania,2007,20160000,2007
   Luxembourg,2007,21600000,2007
   Malta,2007,960000,2007
   Netherlands,2007,211860000,2007
   Poland,2007,135840000,2007
   Portugal,2007,54660000,2007
   Romania,2007,50400000,2007
   Slovakia,2007,30480000,2007
   Slovenia,2007,12300000,2007
   Spain,2007,292500000,2007
   Sweden,2007,106200000,2007
Japan,2007,425160000,2007
Norway,2007,46800000,2007
Russian Federation,2007,259080000,2007
Switzerland,2007,109380000,2007
Tunisia,2007,15180000,2007
United Kingdom,2007,226860000,2007
United States of America,2007,1453140000,2007
   Austria,2008,114060000,2008
   Belgium,2008,407520000,2008
   Belgium/Luxembourg,2008,0,2008
   Bulgaria,2008,31020000,2008
   Croatia,2008,24300000,2008
   Cyprus,2008,4680000,2008
   Czechia,2008,62220000,2008
   Denmark,2008,54000000,2008
   Estonia,2008,20040000,2008
   Finland,2008,77100000,2008
   France,2008,375120000,2008
   Germany,2008,1192560000,2008
   Greece,2008,63360000,2008
   Hungary,2008,48660000,2008
   Ireland,2008,7620000,2008
   Italy,2008,490320000,2008
   Latvia,2008,9240000,2008
   Lithuania,2008,23400000,2008
   Luxembourg,2008,21060000,2008
   Malta,2008,1380000,2008
   Netherlands,2008,138240000,2008
   Poland,2008,147600000,2008
   Portugal,2008,53100000,2008
   Romania,2008,49560000,2008
   Slovakia,2008,36660000,2008
   Slovenia,2008,12300000,2008
   Spain,2008,291840000,2008
   Sweden,2008,108240000,2008
Japan,2008,423600000,2008
Norway,2008,43320000,2008
Russian Federation,2008,243180000,2008
Switzerland,2008,118680000,2008
Tunisia,2008,19080000,2008
United Kingdom,2008,238020000,2008
United States of America,2008,1456620000,2008
   Austria,2009,78540000,2009
   Belgium,2009,354960000,2009
   Belgium/Luxembourg,2009,0,2009
   Bulgaria,2009,31380000,2009
   Croatia,2009,23640000,2009
   Cyprus,2009,4320000,2009
   Czechia,2009,55800000,2009
   Denmark,2009,51600000,2009
   Estonia,2009,21420000,2009
   Finland,2009,74580000,2009
   France,2009,400200000,2009
   Germany,2009,1164960000,2009
   Greece,2009,62760000,2009
   Hungary,2009,42240000,2009
   Ireland,2009,8520000,2009
   Italy,2009,484680000,2009
   Latvia,2009,7920000,2009
   Lithuania,2009,24660000,2009
   Luxembourg,2009,19800000,2009
   Malta,2009,840000,2009
   Netherlands,2009,150120000,2009
   Poland,2009,189720000,2009
   Portugal,2009,53220000,2009
   Romania,2009,48660000,2009
   Slovakia,2009,27480000,2009
   Slovenia,2009,12600000,2009
   Spain,2009,288660000,2009
   Sweden,2009,99540000,2009
Japan,2009,425400000,2009
Norway,2009,43440000,2009
Russian Federation,2009,213180000,2009
Switzerland,2009,126060000,2009
Tunisia,2009,17340000,2009
United Kingdom,2009,247860000,2009
United States of America,2009,1414680000,2009
   Austria,2010,82140000,2010
   Belgium,2010,355440000,2010
   Belgium/Luxembourg,2010,0,2010
   Bulgaria,2010,31680000,2010
   Croatia,2010,23640000,2010
   Cyprus,2010,4620000,2010
   Czechia,2010,57060000,2010
   Denmark,2010,60900000,2010
   Estonia,2010,15780000,2010
   Finland,2010,76440000,2010
   France,2010,403020000,2010
   Germany,2010,1236180000,2010
   Greece,2010,63660000,2010
   Hungary,2010,43620000,2010
   Ireland,2010,9900000,2010
   Italy,2010,494160000,2010
   Latvia,2010,8280000,2010
   Lithuania,2010,22560000,2010
   Luxembourg,2010,20940000,2010
   Malta,2010,720000,2010
   Netherlands,2010,154980000,2010
   Poland,2010,196740000,2010
   Portugal,2010,60600000,2010
   Romania,2010,50340000,2010
   Slovakia,2010,39300000,2010
   Slovenia,2010,13080000,2010
   Spain,2010,302040000,2010
   Sweden,2010,103620000,2010
Japan,2010,444420000,2010
Norway,2010,45540000,2010
Russian Federation,2010,249300000,2010
Switzerland,2010,139080000,2010
Tunisia,2010,18240000,2010
United Kingdom,2010,258120000,2010
United States of America,2010,1462680000,2010
   Austria,2011,87120000,2011
   Belgium,2011,349680000,2011
   Belgium/Luxembourg,2011,0,2011
   Bulgaria,2011,28920000,2011
   Croatia,2011,23460000,2011
   Cyprus,2011,4920000,2011
   Czechia,2011,57120000,2011
   Denmark,2011,54540000,2011
   Estonia,2011,10020000,2011
   Finland,2011,77220000,2011
   France,2011,419520000,2011
   Germany,2011,1255560000,2011
   Greece,2011,69300000,2011
   Hungary,2011,38400000,2011
   Ireland,2011,12600000,2011
   Italy,2011,501300000,2011
   Latvia,2011,8460000,2011
   Lithuania,2011,17340000,2011
   Luxembourg,2011,19560000,2011
   Malta,2011,1020000,2011
   Netherlands,2011,160680000,2011
   Poland,2011,204240000,2011
   Portugal,2011,63480000,2011
   Romania,2011,50640000,2011
   Slovakia,2011,46620000,2011
   Slovenia,2011,13380000,2011
   Spain,2011,289260000,2011
   Sweden,2011,98820000,2011
Japan,2011,452640000,2011
Norway,2011,47700000,2011
Russian Federation,2011,253080000,2011
Switzerland,2011,149880000,2011
Tunisia,2011,25740000,2011
United Kingdom,2011,250980000,2011
United States of America,2011,1565580000,2011
   Austria,2012,93540000,2012
   Belgium,2012,340080000,2012
   Belgium/Luxembourg,2012,0,2012
   Bulgaria,2012,33600000,2012
   Croatia,2012,23040000,2012
   Cyprus,2012,5040000,2012
   Czechia,2012,67620000,2012
   Denmark,2012,54780000,2012
   Estonia,2012,9420000,2012
   Finland,2012,74280000,2012
   France,2012,410460000,2012
   Germany,2012,1308960000,2012
   Greece,2012,74640000,2012
   Hungary,2012,44880000,2012
   Ireland,2012,15120000,2012
   Italy,2012,521460000,2012
   Latvia,2012,9420000,2012
   Lithuania,2012,20220000,2012
   Luxembourg,2012,19380000,2012
   Malta,2012,1260000,2012
   Netherlands,2012,163800000,2012
   Poland,2012,212580000,2012
   Portugal,2012,64560000,2012
   Romania,2012,54180000,2012
   Slovakia,2012,46320000,2012
   Slovenia,2012,13260000,2012
   Spain,2012,305640000,2012
   Sweden,2012,100800000,2012
Japan,2012,421500000,2012
Norway,2012,44100000,2012
Russian Federation,2012,250500000,2012
Switzerland,2012,148680000,2012
Tunisia,2012,26340000,2012
United Kingdom,2012,247560000,2012
United States of America,2012,1563360000,2012
   Austria,2013,93300000,2013
   Belgium,2013,330120000,2013
   Belgium/Luxembourg,2013,0,2013
   Bulgaria,2013,36540000,2013
   Croatia,2013,24780000,2013
   Cyprus,2013,5640000,2013
   Czechia,2013,71040000,2013
   Denmark,2013,55260000,2013
   Estonia,2013,9360000,2013
   Finland,2013,76500000,2013
   France,2013,402780000,2013
   Germany,2013,1270440000,2013
   Greece,2013,76140000,2013
   Hungary,2013,33420000,2013
   Ireland,2013,13980000,2013
   Italy,2013,529380000,2013
   Latvia,2013,9660000,2013
   Lithuania,2013,21720000,2013
   Luxembourg,2013,22680000,2013
   Malta,2013,1320000,2013
   Netherlands,2013,204420000,2013
   Poland,2013,197040000,2013
   Portugal,2013,63780000,2013
   Romania,2013,58260000,2013
   Slovakia,2013,47880000,2013
   Slovenia,2013,15480000,2013
   Spain,2013,308220000,2013
   Sweden,2013,102540000,2013
Japan,2013,502860000,2013
Norway,2013,46860000,2013
Russian Federation,2013,264600000,2013
Switzerland,2013,160020000,2013
Tunisia,2013,26340000,2013
United Kingdom,2013,252360000,2013
United States of America,2013,1620960000,2013
   Austria,2014,91500000,2014
   Belgium,2014,312720000,2014
   Belgium/Luxembourg,2014,0,2014
   Bulgaria,2014,37260000,2014
   Croatia,2014,25200000,2014
   Cyprus,2014,5640000,2014
   Czechia,2014,109380000,2014
   Denmark,2014,51180000,2014
   Estonia,2014,7860000,2014
   Finland,2014,72780000,2014
   France,2014,426720000,2014
   Germany,2014,1324680000,2014
   Greece,2014,74040000,2014
   Hungary,2014,49980000,2014
   Ireland,2014,17520000,2014
   Italy,2014,561000000,2014
   Latvia,2014,12780000,2014
   Lithuania,2014,23760000,2014
   Luxembourg,2014,24780000,2014
   Malta,2014,1500000,2014
   Netherlands,2014,240960000,2014
   Poland,2014,193740000,2014
   Portugal,2014,63600000,2014
   Romania,2014,57480000,2014
   Slovakia,2014,55140000,2014
   Slovenia,2014,16140000,2014
   Spain,2014,324360000,2014
   Sweden,2014,131880000,2014
Japan,2014,459420000,2014
Norway,2014,44580000,2014
Russian Federation,2014,284820000,2014
Switzerland,2014,158580000,2014
Tunisia,2014,27600000,2014
United Kingdom,2014,259140000,2014
United States of America,2014,1653900000,2014
   Austria,2015,90780000,2015
   Belgium,2015,332040000,2015
