country,year_raw,value,year
   Denmark,1993,53460000,1993
   Estonia,1993,2640000,1993
   Finland,1993,67740000,1993
   France,1993,330420000,1993
   Germany,1993,679500000,1993
   Greece,1993,8880000,1993
   Hungary,1993,33420000,1993
   Ireland,1993,6420000,1993
   Italy,1993,293280000,1993
   Latvia,1993,2460000,1993
   Lithuania,1993,540000,1993
   Luxembourg,1993,0,1993
   Malta,1993,1320000,1993
   Netherlands,1993,163140000,1993
   Poland,1993,92700000,1993
   Portugal,1993,31740000,1993
   Romania,1993,25200000,1993
   Slovakia,1993,16560000,1993
   Slovenia,1993,8880000,1993
   Spain,1993,163680000,1993
   Sweden,1993,97080000,1993
Japan,1993,344400000,1993
Norway,1993,41400000,1993
Russian Federation,1993,107700000,1993
Switzerland,1993,52140000,1993
Tunisia,1993,6060000,1993
United Kingdom,1993,152040000,1993
United States of America,1993,1153020000,1993
   Austria,1994,65160000,1994
   Belgium,1994,0,1994
   Belgium/Luxembourg,1994,57480000,1994
   Bulgaria,1994,21180000,1994
   Croatia,1994,9840000,1994
   Cyprus,1994,2700000,1994
   Czechia,1994,30540000,1994
   Denmark,1994,54480000,1994
   Estonia,1994,3780000,1994
   Finland,1994,63000000,1994
   France,1994,306660000,1994
   Germany,1994,492840000,1994
   Greece,1994,21360000,1994
   Hungary,1994,43440000,1994
   Ireland,1994,7620000,1994
   Italy,1994,286440000,1994
   Latvia,1994,360000,1994
   Lithuania,1994,2220000,1994
   Luxembourg,1994,0,1994
   Malta,1994,720000,1994
   Netherlands,1994,127320000,1994
   Poland,1994,104520000,1994
   Portugal,1994,40380000,1994
   Romania,1994,20820000,1994
   Slovakia,1994,14040000,1994
   Slovenia,1994,9120000,1994
   Spain,1994,166440000,1994
   Sweden,1994,100140000,1994
Japan,1994,358380000,1994
Norway,1994,48000000,1994
Russian Federation,1994,102720000,1994
Switzerland,1994,56640000,1994
Tunisia,1994,8220000,1994
United Kingdom,1994,158400000,1994
United States of America,1994,1039560000,1994
   Austria,1995,60720000,1995
   Belgium,1995,0,1995
   Belgium/Luxembourg,1995,64380000,1995
   Bulgaria,1995,23580000,1995
   Croatia,1995,17280000,1995
   Cyprus,1995,2580000,1995
   Czechia,1995,30660000,1995
   Denmark,1995,45480000,1995
   Estonia,1995,4980000,1995
   Finland,1995,44100000,1995
   France,1995,318780000,1995
   Germany,1995,673860000,1995
   Greece,1995,22980000,1995
   Hungary,1995,26820000,1995
   Ireland,1995,6420000,1995
   Italy,1995,278640000,1995
   Latvia,1995,840000,1995
   Lithuania,1995,4080000,1995
   Luxembourg,1995,0,1995
   Malta,1995,1260000,1995
   Netherlands,1995,137580000,1995
   Poland,1995,98220000,1995
   Portugal,1995,37920000,1995
   Romania,1995,33000000,1995
   Slovakia,1995,13380000,1995
   Slovenia,1995,8400000,1995
   Spain,1995,163920000,1995
   Sweden,1995,72240000,1995
Japan,1995,366960000,1995
Norway,1995,39420000,1995
Russian Federation,1995,99000000,1995
Switzerland,1995,56100000,1995
Tunisia,1995,8220000,1995
United Kingdom,1995,132000000,1995
United States of America,1995,1041780000,1995
   Austria,1996,64560000,1996
   Belgium,1996,0,1996
   Belgium/Luxembourg,1996,62340000,1996
   Bulgaria,1996,14760000,1996
   Croatia,1996,18240000,1996
   Cyprus,1996,3120000,1996
   Czechia,1996,28500000,1996
   Denmark,1996,53700000,1996
   Estonia,1996,5040000,1996
   Finland,1996,54060000,1996
   France,1996,330720000,1996
   Germany,1996,635640000,1996
   Greece,1996,42900000,1996
   Hungary,1996,34260000,1996
   Ireland,1996,5220000,1996
   Italy,1996,286560000,1996
   Latvia,1996,3000000,1996
   Lithuania,1996,3960000,1996
   Luxembourg,1996,0,1996
   Malta,1996,540000,1996
   Netherlands,1996,150540000,1996
   Poland,1996,105300000,1996
   Portugal,1996,36900000,1996
   Romania,1996,41760000,1996
   Slovakia,1996,14640000,1996
   Slovenia,1996,9840000,1996
   Spain,1996,174060000,1996
   Sweden,1996,77880000,1996
Japan,1996,350280000,1996
Norway,1996,42780000,1996
Russian Federation,1996,63780000,1996
Switzerland,1996,55320000,1996
Tunisia,1996,8640000,1996
United Kingdom,1996,144360000,1996
United States of America,1996,1083540000,1996
   Austria,1997,65220000,1997
   Belgium,1997,0,1997
   Belgium/Luxembourg,1997,53160000,1997
   Bulgaria,1997,16500000,1997
   Croatia,1997,21660000,1997
   Cyprus,1997,2760000,1997
   Czechia,1997,29100000,1997
   Denmark,1997,48480000,1997
   Estonia,1997,5940000,1997
   Finland,1997,56340000,1997
   France,1997,329220000,1997
   Germany,1997,580200000,1997
   Greece,1997,44340000,1997
   Hungary,1997,36120000,1997
   Ireland,1997,5820000,1997
   Italy,1997,294780000,1997
   Latvia,1997,7200000,1997
   Lithuania,1997,6480000,1997
   Luxembourg,1997,0,1997
   Malta,1997,540000,1997
   Netherlands,1997,142020000,1997
   Poland,1997,117960000,1997
   Portugal,1997,36180000,1997
   Romania,1997,37800000,1997
   Slovakia,1997,14040000,1997
   Slovenia,1997,9660000,1997
   Spain,1997,178620000,1997
   Sweden,1997,74460000,1997
Japan,1997,358080000,1997
Norway,1997,40500000,1997
Russian Federation,1997,111420000,1997
Switzerland,1997,42720000,1997
Tunisia,1997,9900000,1997
United Kingdom,1997,146460000,1997
United States of America,1997,1067700000,1997
   Austria,1998,66300000,1998
   Belgium,1998,0,1998
   Belgium/Luxembourg,1998,78540000,1998
   Bulgaria,1998,19440000,1998
   Croatia,1998,19200000,1998
   Cyprus,1998,2760000,1998
   Czechia,1998,31380000,1998
   Denmark,1998,51240000,1998
   Estonia,1998,5400000,1998
   Finland,1998,60060000,1998
   France,1998,321060000,1998
   Germany,1998,598560000,1998
   Greece,1998,40080000,1998
   Hungary,1998,39120000,1998
   Ireland,1998,5520000,1998
   Italy,1998,296160000,1998
   Latvia,1998,8040000,1998
   Lithuania,1998,8100000,1998
   Luxembourg,1998,0,1998
   Malta,1998,420000,1998
   Netherlands,1998,117660000,1998
   Poland,1998,117900000,1998
   Portugal,1998,41760000,1998
   Romania,1998,35040000,1998
   Slovakia,1998,14460000,1998
   Slovenia,1998,9720000,1998
   Spain,1998,179760000,1998
   Sweden,1998,74880000,1998
Japan,1998,363120000,1998
Norway,1998,42120000,1998
Russian Federation,1998,98820000,1998
Switzerland,1998,48660000,1998
Tunisia,1998,8820000,1998
United Kingdom,1998,155280000,1998
United States of America,1998,1116240000,1998
   Austria,1999,67380000,1999
   Belgium,1999,50040000,1999
   Belgium/Luxembourg,1999,0,1999
   Bulgaria,1999,21780000,1999
   Croatia,1999,20220000,1999
   Cyprus,1999,3240000,1999
   Czechia,1999,33480000,1999
   Denmark,1999,52140000,1999
   Estonia,1999,5700000,1999
   Finland,1999,58740000,1999
   France,1999,334680000,1999
   Germany,1999,584880000,1999
   Greece,1999,38460000,1999
   Hungary,1999,39420000,1999
   Ireland,1999,8100000,1999
   Italy,1999,295140000,1999
   Latvia,1999,9960000,1999
   Lithuania,1999,9480000,1999
   Luxembourg,1999,3660000,1999
   Malta,1999,540000,1999
   Netherlands,1999,88260000,1999
   Poland,1999,119100000,1999
   Portugal,1999,44220000,1999
   Romania,1999,30420000,1999
   Slovakia,1999,14940000,1999
   Slovenia,1999,10260000,1999
   Spain,1999,199440000,1999
   Sweden,1999,76740000,1999
Japan,1999,376380000,1999
Norway,1999,47100000,1999
Russian Federation,1999,81120000,1999
Switzerland,1999,51780000,1999
Tunisia,1999,11100000,1999
United Kingdom,1999,136560000,1999
United States of America,1999,1161540000,1999
   Austria,2000,52500000,2000
   Belgium,2000,67980000,2000
   Belgium/Luxembourg,2000,0,2000
   Bulgaria,2000,16500000,2000
   Croatia,2000,19620000,2000
   Cyprus,2000,4020000,2000
   Czechia,2000,33600000,2000
   Denmark,2000,47460000,2000
   Estonia,2000,5820000,2000
   Finland,2000,58020000,2000
   France,2000,324120000,2000
   Germany,2000,526200000,2000
   Greece,2000,41220000,2000
   Hungary,2000,37980000,2000
   Ireland,2000,4980000,2000
   Italy,2000,308940000,2000
   Latvia,2000,9720000,2000
   Lithuania,2000,10380000,2000
   Luxembourg,2000,8640000,2000
   Malta,2000,540000,2000
   Netherlands,2000,111600000,2000
   Poland,2000,122760000,2000
   Portugal,2000,38760000,2000
   Romania,2000,33060000,2000
   Slovakia,2000,15780000,2000
   Slovenia,2000,10380000,2000
   Spain,2000,179460000,2000
   Sweden,2000,70380000,2000
Japan,2000,397560000,2000
Norway,2000,39420000,2000
Russian Federation,2000,111780000,2000
Switzerland,2000,49620000,2000
Tunisia,2000,11520000,2000
United Kingdom,2000,140520000,2000
United States of America,2000,1124760000,2000
   Austria,2001,60780000,2001
   Belgium,2001,53040000,2001
   Belgium/Luxembourg,2001,0,2001
   Bulgaria,2001,21000000,2001
   Croatia,2001,20220000,2001
   Cyprus,2001,3180000,2001
   Czechia,2001,37980000,2001
   Denmark,2001,52080000,2001
   Estonia,2001,6420000,2001
   Finland,2001,56820000,2001
   France,2001,315180000,2001
   Germany,2001,543540000,2001
   Greece,2001,32880000,2001
   Hungary,2001,38820000,2001
   Ireland,2001,8760000,2001
   Italy,2001,314580000,2001
   Latvia,2001,9000000,2001
   Lithuania,2001,12240000,2001
   Luxembourg,2001,7980000,2001
   Malta,2001,540000,2001
   Netherlands,2001,100620000,2001
   Poland,2001,133320000,2001
   Portugal,2001,44700000,2001
   Romania,2001,37980000,2001
   Slovakia,2001,17040000,2001
   Slovenia,2001,10980000,2001
   Spain,2001,167700000,2001
   Sweden,2001,75060000,2001
Japan,2001,416160000,2001
Norway,2001,42600000,2001
Russian Federation,2001,181920000,2001
Switzerland,2001,48960000,2001
Tunisia,2001,13920000,2001
United Kingdom,2001,132900000,2001
United States of America,2001,1173240000,2001
   Austria,2002,55560000,2002
   Belgium,2002,89040000,2002
   Belgium/Luxembourg,2002,0,2002
   Bulgaria,2002,20460000,2002
   Croatia,2002,21300000,2002
   Cyprus,2002,3060000,2002
   Czechia,2002,38520000,2002
   Denmark,2002,48300000,2002
   Estonia,2002,6660000,2002
   Finland,2002,58200000,2002
   France,2002,331560000,2002
   Germany,2002,509880000,2002
   Greece,2002,49620000,2002
   Hungary,2002,38220000,2002
   Ireland,2002,8160000,2002
   Italy,2002,310920000,2002
   Latvia,2002,8700000,2002
   Lithuania,2002,12480000,2002
   Luxembourg,2002,10320000,2002
   Malta,2002,540000,2002
   Netherlands,2002,94440000,2002
   Poland,2002,132060000,2002
   Portugal,2002,43200000,2002
   Romania,2002,44280000,2002
   Slovakia,2002,16500000,2002
   Slovenia,2002,11280000,2002
   Spain,2002,169980000,2002
   Sweden,2002,73440000,2002
Japan,2002,412500000,2002
Norway,2002,41520000,2002
Russian Federation,2002,207060000,2002
Switzerland,2002,49260000,2002
Tunisia,2002,14040000,2002
United Kingdom,2002,135660000,2002
United States of America,2002,1147500000,2002
   Austria,2003,43200000,2003
   Belgium,2003,94740000,2003
   Belgium/Luxembourg,2003,0,2003
   Bulgaria,2003,23820000,2003
   Croatia,2003,22500000,2003
   Cyprus,2003,3180000,2003
   Czechia,2003,37380000,2003
   Denmark,2003,43440000,2003
   Estonia,2003,6840000,2003
   Finland,2003,57960000,2003
   France,2003,323640000,2003
   Germany,2003,569940000,2003
   Greece,2003,55740000,2003
   Hungary,2003,38760000,2003
   Ireland,2003,9060000,2003
   Italy,2003,330420000,2003
   Latvia,2003,9540000,2003
   Lithuania,2003,10380000,2003
   Luxembourg,2003,11400000,2003
   Malta,2003,660000,2003
   Netherlands,2003,104580000,2003
   Poland,2003,134520000,2003
   Portugal,2003,39420000,2003
   Romania,2003,45300000,2003
   Slovakia,2003,17100000,2003
   Slovenia,2003,10020000,2003
   Spain,2003,164400000,2003
   Sweden,2003,70680000,2003
Japan,2003,406200000,2003
Norway,2003,40980000,2003
Russian Federation,2003,220740000,2003
Switzerland,2003,51120000,2003
Tunisia,2003,7200000,2003
United Kingdom,2003,134160000,2003
United States of America,2003,1211580000,2003
   Austria,2004,59760000,2004
   Belgium,2004,83760000,2004
   Belgium/Luxembourg,2004,0,2004
   Bulgaria,2004,21840000,2004
   Croatia,2004,22200000,2004
   Cyprus,2004,3600000,2004
   Czechia,2004,36300000,2004
   Denmark,2004,50940000,2004
   Estonia,2004,7740000,2004
   Finland,2004,62040000,2004
   France,2004,295740000,2004
   Germany,2004,626700000,2004
   Greece,2004,52260000,2004
   Hungary,2004,42480000,2004
   Ireland,2004,13500000,2004
   Italy,2004,328140000,2004
   Latvia,2004,9300000,2004
   Lithuania,2004,11820000,2004
   Luxembourg,2004,13260000,2004
   Malta,2004,960000,2004
   Netherlands,2004,118680000,2004
   Poland,2004,136860000,2004
   Portugal,2004,45780000,2004
   Romania,2004,49080000,2004
   Slovakia,2004,16980000,2004
   Slovenia,2004,11100000,2004
   Spain,2004,162300000,2004
   Sweden,2004,74040000,2004
Japan,2004,427020000,2004
Norway,2004,42540000,2004
Russian Federation,2004,184620000,2004
Switzerland,2004,43320000,2004
Tunisia,2004,15780000,2004
United Kingdom,2004,147480000,2004
United States of America,2004,1258380000,2004
   Austria,2005,46320000,2005
   Belgium,2005,69480000,2005
   Belgium/Luxembourg,2005,0,2005
   Bulgaria,2005,25800000,2005
   Croatia,2005,22440000,2005
   Cyprus,2005,4200000,2005
   Czechia,2005,39360000,2005
   Denmark,2005,47700000,2005
   Estonia,2005,8700000,2005
   Finland,2005,66120000,2005
   France,2005,287220000,2005
   Germany,2005,519900000,2005
   Greece,2005,52200000,2005
   Hungary,2005,34200000,2005
   Ireland,2005,13380000,2005
   Italy,2005,333120000,2005
   Latvia,2005,8640000,2005
   Lithuania,2005,11580000,2005
   Luxembourg,2005,13620000,2005
   Malta,2005,960000,2005
   Netherlands,2005,115620000,2005
   Poland,2005,136020000,2005
   Portugal,2005,44640000,2005
   Romania,2005,51420000,2005
   Slovakia,2005,17580000,2005
   Slovenia,2005,10860000,2005
   Spain,2005,180420000,2005
   Sweden,2005,70200000,2005
Japan,2005,427680000,2005
Norway,2005,44580000,2005
Russian Federation,2005,191100000,2005
Switzerland,2005,65940000,2005
Tunisia,2005,11400000,2005
United Kingdom,2005,160800000,2005
United States of America,2005,1259880000,2005
   Austria,2006,36720000,2006
   Belgium,2006,92220000,2006
   Belgium/Luxembourg,2006,0,2006
   Bulgaria,2006,25200000,2006
   Croatia,2006,23160000,2006
   Cyprus,2006,3300000,2006
   Czechia,2006,37860000,2006
   Denmark,2006,49320000,2006
   Estonia,2006,10020000,2006
   Finland,2006,62820000,2006
   France,2006,316680000,2006
   Germany,2006,549060000,2006
   Greece,2006,51420000,2006
   Hungary,2006,35880000,2006
   Ireland,2006,12180000,2006
   Italy,2006,335580000,2006
   Latvia,2006,10860000,2006
   Lithuania,2006,12780000,2006
   Luxembourg,2006,13980000,2006
   Malta,2006,1740000,2006
   Netherlands,2006,127740000,2006
   Poland,2006,119580000,2006
   Portugal,2006,46080000,2006
   Romania,2006,50100000,2006
   Slovakia,2006,16860000,2006
   Slovenia,2006,10560000,2006
   Spain,2006,181020000,2006
   Sweden,2006,78900000,2006
Japan,2006,436080000,2006
Norway,2006,43260000,2006
Russian Federation,2006,193260000,2006
Switzerland,2006,55920000,2006
Tunisia,2006,12000000,2006
United Kingdom,2006,183540000,2006
United States of America,2006,1240020000,2006
   Austria,2007,50820000,2007
   Belgium,2007,66180000,2007
   Belgium/Luxembourg,2007,0,2007
   Bulgaria,2007,21840000,2007
   Croatia,2007,23160000,2007
   Cyprus,2007,4140000,2007
   Czechia,2007,40740000,2007
   Denmark,2007,47640000,2007
   Estonia,2007,6060000,2007
   Finland,2007,63420000,2007
   France,2007,337680000,2007
   Germany,2007,517620000,2007
   Greece,2007,60900000,2007
   Hungary,2007,31320000,2007
   Ireland,2007,14640000,2007
   Italy,2007,349260000,2007
   Latvia,2007,7860000,2007
   Lithuania,2007,13800000,2007
   Luxembourg,2007,15060000,2007
   Malta,2007,960000,2007
   Netherlands,2007,137520000,2007
   Poland,2007,93240000,2007
   Portugal,2007,46140000,2007
   Romania,2007,49440000,2007
   Slovakia,2007,21360000,2007
   Slovenia,2007,11700000,2007
   Spain,2007,191880000,2007
   Sweden,2007,74640000,2007
Japan,2007,436920000,2007
Norway,2007,46260000,2007
Russian Federation,2007,238620000,2007
Switzerland,2007,59340000,2007
Tunisia,2007,15180000,2007
United Kingdom,2007,169440000,2007
United States of America,2007,1261980000,2007
   Austria,2008,54480000,2008
   Belgium,2008,39000000,2008
   Belgium/Luxembourg,2008,0,2008
   Bulgaria,2008,26700000,2008
   Croatia,2008,22620000,2008
   Cyprus,2008,4620000,2008
   Czechia,2008,37260000,2008
   Denmark,2008,41280000,2008
   Estonia,2008,9240000,2008
   Finland,2008,66900000,2008
   France,2008,309120000,2008
   Germany,2008,572100000,2008
   Greece,2008,58680000,2008
   Hungary,2008,29640000,2008
   Ireland,2008,6900000,2008
   Italy,2008,353520000,2008
   Latvia,2008,6900000,2008
   Lithuania,2008,12240000,2008
   Luxembourg,2008,14340000,2008
   Malta,2008,1380000,2008
   Netherlands,2008,79440000,2008
   Poland,2008,100860000,2008
   Portugal,2008,44820000,2008
   Romania,2008,48420000,2008
   Slovakia,2008,20460000,2008
   Slovenia,2008,11640000,2008
   Spain,2008,209100000,2008
   Sweden,2008,76320000,2008
Japan,2008,423900000,2008
Norway,2008,42900000,2008
Russian Federation,2008,217980000,2008
Switzerland,2008,68940000,2008
Tunisia,2008,19020000,2008
United Kingdom,2008,184020000,2008
United States of America,2008,1299120000,2008
   Austria,2009,53160000,2009
   Belgium,2009,56040000,2009
   Belgium/Luxembourg,2009,0,2009
   Bulgaria,2009,24540000,2009
   Croatia,2009,21960000,2009
   Cyprus,2009,4500000,2009
   Czechia,2009,31500000,2009
   Denmark,2009,40560000,2009
   Estonia,2009,7380000,2009
   Finland,2009,63480000,2009
   France,2009,340620000,2009
   Germany,2009,533820000,2009
   Greece,2009,58440000,2009
   Hungary,2009,26700000,2009
   Ireland,2009,8040000,2009
   Italy,2009,348360000,2009
   Latvia,2009,5280000,2009
   Lithuania,2009,12600000,2009
   Luxembourg,2009,13320000,2009
   Malta,2009,840000,2009
   Netherlands,2009,53880000,2009
   Poland,2009,120060000,2009
   Portugal,2009,43860000,2009
   Romania,2009,46500000,2009
   Slovakia,2009,12780000,2009
   Slovenia,2009,11880000,2009
   Spain,2009,201120000,2009
   Sweden,2009,67980000,2009
Japan,2009,427800000,2009
Norway,2009,42900000,2009
Russian Federation,2009,186780000,2009
Switzerland,2009,57960000,2009
Tunisia,2009,17340000,2009
United Kingdom,2009,193200000,2009
United States of America,2009,1286160000,2009
   Austria,2010,54180000,2010
   Belgium,2010,52260000,2010
   Belgium/Luxembourg,2010,0,2010
   Bulgaria,2010,23700000,2010
   Croatia,2010,22200000,2010
   Cyprus,2010,4440000,2010
   Czechia,2010,28200000,2010
   Denmark,2010,48360000,2010
   Estonia,2010,6300000,2010
   Finland,2010,64800000,2010
   France,2010,342780000,2010
   Germany,2010,557520000,2010
   Greece,2010,59640000,2010
   Hungary,2010,22560000,2010
   Ireland,2010,9600000,2010
   Italy,2010,346860000,2010
   Latvia,2010,5940000,2010
   Lithuania,2010,13380000,2010
   Luxembourg,2010,13920000,2010
   Malta,2010,720000,2010
   Netherlands,2010,80820000,2010
   Poland,2010,129360000,2010
   Portugal,2010,48720000,2010
   Romania,2010,47760000,2010
   Slovakia,2010,20220000,2010
   Slovenia,2010,12300000,2010
   Spain,2010,193920000,2010
   Sweden,2010,73260000,2010
Japan,2010,431520000,2010
Norway,2010,44760000,2010
Russian Federation,2010,222000000,2010
Switzerland,2010,60720000,2010
Tunisia,2010,18060000,2010
United Kingdom,2010,188040000,2010
United States of America,2010,1306980000,2010
   Austria,2011,67020000,2011
   Belgium,2011,56040000,2011
   Belgium/Luxembourg,2011,0,2011
   Bulgaria,2011,21600000,2011
   Croatia,2011,22020000,2011
   Cyprus,2011,4860000,2011
   Czechia,2011,34320000,2011
   Denmark,2011,45720000,2011
   Estonia,2011,4020000,2011
   Finland,2011,65580000,2011
   France,2011,357720000,2011
   Germany,2011,567600000,2011
   Greece,2011,61380000,2011
   Hungary,2011,10800000,2011
   Ireland,2011,10740000,2011
   Italy,2011,341340000,2011
   Latvia,2011,6060000,2011
   Lithuania,2011,10800000,2011
   Luxembourg,2011,12900000,2011
   Malta,2011,960000,2011
   Netherlands,2011,54540000,2011
   Poland,2011,122040000,2011
   Portugal,2011,51540000,2011
   Romania,2011,48120000,2011
   Slovakia,2011,23280000,2011
   Slovenia,2011,12480000,2011
   Spain,2011,188940000,2011
   Sweden,2011,67500000,2011
Japan,2011,420900000,2011
Norway,2011,47100000,2011
Russian Federation,2011,225240000,2011
Switzerland,2011,62040000,2011
Tunisia,2011,24900000,2011
United Kingdom,2011,175500000,2011
United States of America,2011,1322640000,2011
   Austria,2012,76140000,2012
   Belgium,2012,54900000,2012
   Belgium/Luxembourg,2012,0,2012
   Bulgaria,2012,22560000,2012
   Croatia,2012,21600000,2012
   Cyprus,2012,5100000,2012
   Czechia,2012,41100000,2012
   Denmark,2012,48000000,2012
   Estonia,2012,6240000,2012
   Finland,2012,64920000,2012
   France,2012,347400000,2012
   Germany,2012,529800000,2012
   Greece,2012,64560000,2012
   Hungary,2012,15120000,2012
   Ireland,2012,12840000,2012
   Italy,2012,342600000,2012
   Latvia,2012,6060000,2012
   Lithuania,2012,11580000,2012
   Luxembourg,2012,12720000,2012
   Malta,2012,1260000,2012
   Netherlands,2012,82920000,2012
   Poland,2012,116160000,2012
   Portugal,2012,49680000,2012
   Romania,2012,50940000,2012
   Slovakia,2012,12060000,2012
   Slovenia,2012,11100000,2012
   Spain,2012,206100000,2012
   Sweden,2012,69540000,2012
Japan,2012,427860000,2012
Norway,2012,43380000,2012
Russian Federation,2012,221760000,2012
Switzerland,2012,62820000,2012
Tunisia,2012,25260000,2012
United Kingdom,2012,175560000,2012
United States of America,2012,1333920000,2012
   Austria,2013,74940000,2013
   Belgium,2013,74700000,2013
   Belgium/Luxembourg,2013,0,2013
   Bulgaria,2013,25140000,2013
   Croatia,2013,23220000,2013
   Cyprus,2013,5340000,2013
   Czechia,2013,38220000,2013
   Denmark,2013,49320000,2013
   Estonia,2013,7200000,2013
   Finland,2013,65700000,2013
   France,2013,342420000,2013
   Germany,2013,562680000,2013
   Greece,2013,66060000,2013
   Hungary,2013,10620000,2013
   Ireland,2013,11760000,2013
   Italy,2013,338040000,2013
   Latvia,2013,5700000,2013
   Lithuania,2013,11820000,2013
   Luxembourg,2013,14460000,2013
   Malta,2013,1320000,2013
   Netherlands,2013,97500000,2013
   Poland,2013,100140000,2013
   Portugal,2013,50400000,2013
   Romania,2013,53460000,2013
   Slovakia,2013,19680000,2013
   Slovenia,2013,11040000,2013
   Spain,2013,194040000,2013
   Sweden,2013,70500000,2013
Japan,2013,446100000,2013
Norway,2013,45780000,2013
Russian Federation,2013,218880000,2013
Switzerland,2013,67380000,2013
Tunisia,2013,25740000,2013
United Kingdom,2013,169680000,2013
United States of America,2013,1405020000,2013
   Austria,2014,68100000,2014
   Belgium,2014,75540000,2014
   Belgium/Luxembourg,2014,0,2014
   Bulgaria,2014,22560000,2014
   Croatia,2014,22080000,2014
   Cyprus,2014,4860000,2014
   Czechia,2014,59880000,2014
   Denmark,2014,44880000,2014
   Estonia,2014,7020000,2014
   Finland,2014,61800000,2014
   France,2014,357240000,2014
   Germany,2014,520920000,2014
   Greece,2014,65280000,2014
   Hungary,2014,24000000,2014
   Ireland,2014,15420000,2014
   Italy,2014,351660000,2014
   Latvia,2014,6600000,2014
   Lithuania,2014,13380000,2014
   Luxembourg,2014,15300000,2014
   Malta,2014,1500000,2014
   Netherlands,2014,108000000,2014
   Poland,2014,69000000,2014
   Portugal,2014,51180000,2014
   Romania,2014,54780000,2014
   Slovakia,2014,29880000,2014
   Slovenia,2014,11220000,2014
   Spain,2014,221760000,2014
   Sweden,2014,99120000,2014
Japan,2014,449640000,2014
Norway,2014,43740000,2014
Russian Federation,2014,241260000,2014
Switzerland,2014,61680000,2014
Tunisia,2014,27600000,2014
United Kingdom,2014,175680000,2014
United States of America,2014,1426020000,2014
   Austria,2015,68160000,2015
   Belgium,2015,64440000,2015
