country,year_raw,value,year
Sri Lanka,2005,180000,2005
Tanzania,2005,42720000,2005
Thailand,2005,22500000,2005
Timor-Leste,2005,1080000,2005
Togo,2005,9840000,2005
Trinidad & Tobago,2005,60000,2005
Uganda,2005,142140000,2005
Venezuela,2005,1320000,2005
Viet Nam,2005,805920000,2005
Yemen,2005,4680000,2005
Zambia,2005,6360000,2005
Zimbabwe,2005,4260000,2005
Angola,2006,300000,2006
Bolivia (Plurinational State of),2006,5580000,2006
Brazil,2006,1642140000,2006
Burundi,2006,16860000,2006
Cameroon,2006,44340000,2006
Central African Republic,2006,1020000,2006
Colombia,2006,656700000,2006
Congo,2006,0,2006
Costa Rica,2006,78600000,2006
Côte d'Ivoire,2006,105060000,2006
Cuba,2006,960000,2006
Democratic Republic of Congo,2006,8280000,2006
Dominican Republic,2006,7500000,2006
Ecuador,2006,60900000,2006
El Salvador,2006,77580000,2006
Equatorial Guinea,2006,0,2006
Ethiopia,2006,176160000,2006
Gabon,2006,60000,2006
Ghana,2006,540000,2006
Guatemala,2006,198720000,2006
Guinea,2006,31140000,2006
Guyana,2006,120000,2006
Haiti,2006,1440000,2006
Honduras,2006,173880000,2006
India,2006,214680000,2006
Indonesia,2006,316800000,2006
Jamaica,2006,1500000,2006
Kenya,2006,35820000,2006
Lao People's Democratic Republic,2006,7200000,2006
Liberia,2006,0,2006
Madagascar,2006,10740000,2006
Malawi,2006,1020000,2006
Mexico,2006,154200000,2006
Nepal,2006,60000,2006
Nicaragua,2006,86700000,2006
Nigeria,2006,1680000,2006
Panama,2006,6420000,2006
Papua New Guinea,2006,50940000,2006
Paraguay,2006,1500000,2006
Peru,2006,232860000,2006
Philippines,2006,2280000,2006
Rwanda,2006,23340000,2006
Sierra Leone,2006,3060000,2006
Sri Lanka,2006,420000,2006
Tanzania,2006,43920000,2006
Thailand,2006,32400000,2006
Timor-Leste,2006,2940000,2006
Togo,2006,7080000,2006
Trinidad & Tobago,2006,60000,2006
Uganda,2006,130380000,2006
Venezuela,2006,3900000,2006
Viet Nam,2006,834300000,2006
Yemen,2006,3660000,2006
Zambia,2006,4680000,2006
Zimbabwe,2006,3240000,2006
Angola,2007,240000,2007
Bolivia (Plurinational State of),2007,5040000,2007
Brazil,2007,1691040000,2007
Burundi,2007,21360000,2007
Cameroon,2007,43260000,2007
Central African Republic,2007,7320000,2007
Colombia,2007,678000000,2007
Congo,2007,0,2007
Costa Rica,2007,81840000,2007
Côte d'Ivoire,2007,131760000,2007
Cuba,2007,960000,2007
Democratic Republic of Congo,2007,12000000,2007
Dominican Republic,2007,4680000,2007
Ecuador,2007,59460000,2007
El Salvador,2007,72600000,2007
Equatorial Guinea,2007,0,2007
Ethiopia,2007,156240000,2007
Gabon,2007,0,2007
Ghana,2007,1320000,2007
Guatemala,2007,223560000,2007
Guinea,2007,26160000,2007
Guyana,2007,120000,2007
Haiti,2007,1260000,2007
Honduras,2007,198720000,2007
India,2007,199140000,2007
Indonesia,2007,248940000,2007
Jamaica,2007,1380000,2007
Kenya,2007,49020000,2007
Lao People's Democratic Republic,2007,15120000,2007
Liberia,2007,120000,2007
Madagascar,2007,5940000,2007
Malawi,2007,1140000,2007
Mexico,2007,174720000,2007
Nepal,2007,120000,2007
Nicaragua,2007,75540000,2007
Nigeria,2007,540000,2007
Panama,2007,6540000,2007
Papua New Guinea,2007,54540000,2007
Paraguay,2007,1860000,2007
Peru,2007,172740000,2007
Philippines,2007,1920000,2007
Rwanda,2007,15360000,2007
Sierra Leone,2007,3060000,2007
Sri Lanka,2007,240000,2007
Tanzania,2007,48420000,2007
Thailand,2007,21900000,2007
Timor-Leste,2007,1860000,2007
Togo,2007,9300000,2007
Trinidad & Tobago,2007,60000,2007
Uganda,2007,161580000,2007
Venezuela,2007,4200000,2007
Viet Nam,2007,1076160000,2007
Yemen,2007,4320000,2007
Zambia,2007,3240000,2007
Zimbabwe,2007,1920000,2007
Angola,2008,360000,2008
Bolivia (Plurinational State of),2008,4080000,2008
Brazil,2008,1770600000,2008
Burundi,2008,15060000,2008
Cameroon,2008,31620000,2008
Central African Republic,2008,1980000,2008
Colombia,2008,665100000,2008
Congo,2008,0,2008
Costa Rica,2008,86400000,2008
Côte d'Ivoire,2008,89400000,2008
Cuba,2008,240000,2008
Democratic Republic of Congo,2008,12180000,2008
Dominican Republic,2008,4920000,2008
Ecuador,2008,52080000,2008
El Salvador,2008,86280000,2008
Equatorial Guinea,2008,0,2008
Ethiopia,2008,171120000,2008
Gabon,2008,0,2008
Ghana,2008,2160000,2008
Guatemala,2008,226680000,2008
Guinea,2008,12480000,2008
Guyana,2008,120000,2008
Haiti,2008,1020000,2008
Honduras,2008,195540000,2008
India,2008,202620000,2008
Indonesia,2008,344460000,2008
Jamaica,2008,1260000,2008
Kenya,2008,36480000,2008
Lao People's Democratic Republic,2008,15480000,2008
Liberia,2008,120000,2008
Madagascar,2008,11760000,2008
Malawi,2008,1260000,2008
Mexico,2008,146880000,2008
Nepal,2008,60000,2008
Nicaragua,2008,97500000,2008
Nigeria,2008,120000,2008
Panama,2008,6840000,2008
Papua New Guinea,2008,65760000,2008
Paraguay,2008,60000,2008
Peru,2008,223980000,2008
Philippines,2008,240000,2008
Rwanda,2008,19560000,2008
Sierra Leone,2008,1560000,2008
Sri Lanka,2008,120000,2008
Tanzania,2008,49080000,2008
Thailand,2008,10500000,2008
Timor-Leste,2008,3000000,2008
Togo,2008,7260000,2008
Trinidad & Tobago,2008,60000,2008
Uganda,2008,198660000,2008
Venezuela,2008,7500000,2008
Viet Nam,2008,966060000,2008
Yemen,2008,4020000,2008
Zambia,2008,2880000,2008
Zimbabwe,2008,1380000,2008
Angola,2009,420000,2009
Bolivia (Plurinational State of),2009,4980000,2009
Brazil,2009,1822680000,2009
Burundi,2009,17340000,2009
Cameroon,2009,37080000,2009
Central African Republic,2009,3720000,2009
Colombia,2009,473640000,2009
Congo,2009,0,2009
Costa Rica,2009,74160000,2009
Côte d'Ivoire,2009,108420000,2009
Cuba,2009,420000,2009
Democratic Republic of Congo,2009,9660000,2009
Dominican Republic,2009,6120000,2009
Ecuador,2009,65160000,2009
El Salvador,2009,78540000,2009
Equatorial Guinea,2009,0,2009
Ethiopia,2009,111060000,2009
Gabon,2009,60000,2009
Ghana,2009,1440000,2009
Guatemala,2009,209580000,2009
Guinea,2009,26340000,2009
Guyana,2009,60000,2009
Haiti,2009,960000,2009
Honduras,2009,185040000,2009
India,2009,180420000,2009
Indonesia,2009,474420000,2009
Jamaica,2009,1500000,2009
Kenya,2009,31500000,2009
Lao People's Democratic Republic,2009,15840000,2009
Liberia,2009,540000,2009
Madagascar,2009,2400000,2009
Malawi,2009,1080000,2009
Mexico,2009,170280000,2009
Nepal,2009,120000,2009
Nicaragua,2009,82440000,2009
Nigeria,2009,60000,2009
Panama,2009,3540000,2009
Papua New Guinea,2009,61620000,2009
Paraguay,2009,0,2009
Peru,2009,184440000,2009
Philippines,2009,420000,2009
Rwanda,2009,18240000,2009
Sierra Leone,2009,6240000,2009
Sri Lanka,2009,60000,2009
Tanzania,2009,69420000,2009
Thailand,2009,11100000,2009
Timor-Leste,2009,2580000,2009
Togo,2009,9120000,2009
Trinidad & Tobago,2009,0,2009
Uganda,2009,180840000,2009
Venezuela,2009,1080000,2009
Viet Nam,2009,1023120000,2009
Yemen,2009,2340000,2009
Zambia,2009,1980000,2009
Zimbabwe,2009,1080000,2009
Angola,2010,240000,2010
Bolivia (Plurinational State of),2010,4680000,2010
Brazil,2010,1990020000,2010
Burundi,2010,18420000,2010
Cameroon,2010,47640000,2010
Central African Republic,2010,5700000,2010
Colombia,2010,469320000,2010
Congo,2010,0,2010
Costa Rica,2010,72000000,2010
Côte d'Ivoire,2010,114720000,2010
Cuba,2010,300000,2010
Democratic Republic of Congo,2010,9720000,2010
Dominican Republic,2010,2460000,2010
Ecuador,2010,72120000,2010
El Salvador,2010,64920000,2010
Equatorial Guinea,2010,0,2010
Ethiopia,2010,199440000,2010
Gabon,2010,60000,2010
Ghana,2010,420000,2010
Guatemala,2010,208080000,2010
Guinea,2010,24360000,2010
Guyana,2010,60000,2010
Haiti,2010,540000,2010
Honduras,2010,200940000,2010
India,2010,278820000,2010
Indonesia,2010,329340000,2010
Jamaica,2010,900000,2010
Kenya,2010,31860000,2010
Lao People's Democratic Republic,2010,17280000,2010
Liberia,2010,420000,2010
Madagascar,2010,4440000,2010
Malawi,2010,480000,2010
Mexico,2010,149880000,2010
Nepal,2010,60000,2010
Nicaragua,2010,102720000,2010
Nigeria,2010,180000,2010
Panama,2010,3900000,2010
Papua New Guinea,2010,55740000,2010
Paraguay,2010,0,2010
Peru,2010,229020000,2010
Philippines,2010,360000,2010
Rwanda,2010,17760000,2010
Sierra Leone,2010,3480000,2010
Sri Lanka,2010,120000,2010
Tanzania,2010,33360000,2010
Thailand,2010,22200000,2010
Timor-Leste,2010,4080000,2010
Togo,2010,11880000,2010
Trinidad & Tobago,2010,60000,2010
Uganda,2010,159420000,2010
Venezuela,2010,1140000,2010
Viet Nam,2010,853740000,2010
Yemen,2010,2640000,2010
Zambia,2010,1080000,2010
Zimbabwe,2010,420000,2010
Angola,2011,480000,2011
Bolivia (Plurinational State of),2011,4440000,2011
Brazil,2011,2028360000,2011
Burundi,2011,13080000,2011
Cameroon,2011,29400000,2011
Central African Republic,2011,4680000,2011
Colombia,2011,464040000,2011
Congo,2011,0,2011
Costa Rica,2011,74580000,2011
Côte d'Ivoire,2011,46320000,2011
Cuba,2011,600000,2011
Democratic Republic of Congo,2011,7920000,2011
Dominican Republic,2011,5340000,2011
Ecuador,2011,91920000,2011
El Salvador,2011,109560000,2011
Equatorial Guinea,2011,0,2011
Ethiopia,2011,160500000,2011
Gabon,2011,60000,2011
Ghana,2011,4320000,2011
Guatemala,2011,221820000,2011
Guinea,2011,23100000,2011
Guyana,2011,60000,2011
Haiti,2011,540000,2011
Honduras,2011,236820000,2011
India,2011,324840000,2011
Indonesia,2011,235200000,2011
Jamaica,2011,960000,2011
Kenya,2011,36540000,2011
Lao People's Democratic Republic,2011,25260000,2011
Liberia,2011,480000,2011
Madagascar,2011,8640000,2011
Malawi,2011,1560000,2011
Mexico,2011,174420000,2011
Nepal,2011,240000,2011
Nicaragua,2011,88080000,2011
Nigeria,2011,420000,2011
Panama,2011,3180000,2011
Papua New Guinea,2011,73500000,2011
Paraguay,2011,0,2011
Peru,2011,281820000,2011
Philippines,2011,600000,2011
Rwanda,2011,16620000,2011
Sierra Leone,2011,2220000,2011
Sri Lanka,2011,120000,2011
Tanzania,2011,47880000,2011
Thailand,2011,14580000,2011
Timor-Leste,2011,2340000,2011
Togo,2011,9300000,2011
Trinidad & Tobago,2011,0,2011
Uganda,2011,188520000,2011
Venezuela,2011,0,2011
Viet Nam,2011,1063020000,2011
Yemen,2011,2100000,2011
Zambia,2011,540000,2011
Zimbabwe,2011,300000,2011
Angola,2012,480000,2012
Bolivia (Plurinational State of),2012,3780000,2012
Brazil,2012,1712940000,2012
Burundi,2012,23520000,2012
Cameroon,2012,37320000,2012
Central African Republic,2012,4680000,2012
Colombia,2012,430200000,2012
Congo,2012,0,2012
Costa Rica,2012,82440000,2012
Côte d'Ivoire,2012,102720000,2012
Cuba,2012,900000,2012
Democratic Republic of Congo,2012,8760000,2012
Dominican Republic,2012,8220000,2012
Ecuador,2012,94800000,2012
El Salvador,2012,62640000,2012
Equatorial Guinea,2012,0,2012
Ethiopia,2012,192180000,2012
Gabon,2012,0,2012
Ghana,2012,1800000,2012
Guatemala,2012,225000000,2012
Guinea,2012,22620000,2012
Guyana,2012,120000,2012
Haiti,2012,660000,2012
Honduras,2012,330480000,2012
India,2012,302640000,2012
Indonesia,2012,492360000,2012
Jamaica,2012,900000,2012
Kenya,2012,48180000,2012
Lao People's Democratic Republic,2012,21600000,2012
Liberia,2012,180000,2012
Madagascar,2012,4740000,2012
Malawi,2012,1200000,2012
Mexico,2012,213360000,2012
Nepal,2012,60000,2012
Nicaragua,2012,119220000,2012
Nigeria,2012,120000,2012
Panama,2012,3060000,2012
Papua New Guinea,2012,55500000,2012
Paraguay,2012,0,2012
Peru,2012,258600000,2012
Philippines,2012,180000,2012
Rwanda,2012,15060000,2012
Sierra Leone,2012,3900000,2012
Sri Lanka,2012,0,2012
Tanzania,2012,45360000,2012
Thailand,2012,21000000,2012
Timor-Leste,2012,3360000,2012
Togo,2012,8820000,2012
Trinidad & Tobago,2012,60000,2012
Uganda,2012,161100000,2012
Venezuela,2012,120000,2012
Viet Nam,2012,1375200000,2012
Yemen,2012,3780000,2012
Zambia,2012,420000,2012
Zimbabwe,2012,240000,2012
Angola,2013,360000,2013
Bolivia (Plurinational State of),2013,3300000,2013
Brazil,2013,1899060000,2013
Burundi,2013,11700000,2013
Cameroon,2013,16320000,2013
Central African Republic,2013,60000,2013
Colombia,2013,580200000,2013
Congo,2013,0,2013
Costa Rica,2013,80640000,2013
Côte d'Ivoire,2013,117720000,2013
Cuba,2013,720000,2013
Democratic Republic of Congo,2013,8400000,2013
Dominican Republic,2013,3900000,2013
Ecuador,2013,75720000,2013
El Salvador,2013,66180000,2013
Equatorial Guinea,2013,0,2013
Ethiopia,2013,172200000,2013
Gabon,2013,0,2013
Ghana,2013,1380000,2013
Guatemala,2013,214500000,2013
Guinea,2013,8040000,2013
Guyana,2013,60000,2013
Haiti,2013,480000,2013
Honduras,2013,251100000,2013
India,2013,301980000,2013
Indonesia,2013,555300000,2013
Jamaica,2013,900000,2013
Kenya,2013,48900000,2013
Lao People's Democratic Republic,2013,24000000,2013
Liberia,2013,240000,2013
Madagascar,2013,9960000,2013
Malawi,2013,1740000,2013
Mexico,2013,187920000,2013
Nepal,2013,60000,2013
Nicaragua,2013,99660000,2013
Nigeria,2013,60000,2013
Panama,2013,2940000,2013
Papua New Guinea,2013,48660000,2013
Paraguay,2013,0,2013
Peru,2013,224160000,2013
Philippines,2013,360000,2013
Rwanda,2013,15240000,2013
Sierra Leone,2013,3420000,2013
Sri Lanka,2013,0,2013
Tanzania,2013,56100000,2013
Thailand,2013,2940000,2013
Timor-Leste,2013,4200000,2013
Togo,2013,5460000,2013
Trinidad & Tobago,2013,120000,2013
Uganda,2013,220320000,2013
Venezuela,2013,360000,2013
Viet Nam,2013,1183080000,2013
Yemen,2013,3300000,2013
Zambia,2013,600000,2013
Zimbabwe,2013,120000,2013
Angola,2014,540000,2014
Bolivia (Plurinational State of),2014,3720000,2014
Brazil,2014,-2147483648,2014
Burundi,2014,15120000,2014
Cameroon,2014,22500000,2014
Central African Republic,2014,4500000,2014
Colombia,2014,657240000,2014
Congo,2014,0,2014
Costa Rica,2014,72540000,2014
Côte d'Ivoire,2014,89340000,2014
Cuba,2014,780000,2014
Democratic Republic of Congo,2014,9060000,2014
Dominican Republic,2014,2700000,2014
Ecuador,2014,67740000,2014
El Salvador,2014,27720000,2014
Equatorial Guinea,2014,0,2014
Ethiopia,2014,187020000,2014
Gabon,2014,0,2014
Ghana,2014,1560000,2014
Guatemala,2014,182580000,2014
Guinea,2014,1440000,2014
Guyana,2014,780000,2014
Haiti,2014,180000,2014
Honduras,2014,255120000,2014
India,2014,307860000,2014
Indonesia,2014,370500000,2014
Jamaica,2014,600000,2014
Kenya,2014,47940000,2014
Lao People's Democratic Republic,2014,22200000,2014
Liberia,2014,60000,2014
Madagascar,2014,8280000,2014
Malawi,2014,1560000,2014
Mexico,2014,148800000,2014
Nepal,2014,60000,2014
Nicaragua,2014,114060000,2014
Nigeria,2014,60000,2014
Panama,2014,3060000,2014
Papua New Guinea,2014,48420000,2014
Paraguay,2014,0,2014
Peru,2014,163200000,2014
Philippines,2014,720000,2014
Rwanda,2014,15360000,2014
Sierra Leone,2014,1440000,2014
Sri Lanka,2014,120000,2014
Tanzania,2014,43080000,2014
Thailand,2014,1620000,2014
Timor-Leste,2014,6660000,2014
Togo,2014,8040000,2014
Trinidad & Tobago,2014,120000,2014
Uganda,2014,206520000,2014
Venezuela,2014,0,2014
Viet Nam,2014,1565820000,2014
Yemen,2014,3420000,2014
Zambia,2014,300000,2014
Zimbabwe,2014,660000,2014
Angola,2015,660000,2015
Bolivia (Plurinational State of),2015,1800000,2015
Brazil,2015,-2147483648,2015
Burundi,2015,13800000,2015
Cameroon,2015,23400000,2015
Central African Republic,2015,2580000,2015
Colombia,2015,762960000,2015
Congo,2015,0,2015
Costa Rica,2015,67680000,2015
Côte d'Ivoire,2015,85080000,2015
Cuba,2015,780000,2015
Democratic Republic of Congo,2015,7680000,2015
Dominican Republic,2015,1140000,2015
Ecuador,2015,52140000,2015
El Salvador,2015,34560000,2015
Equatorial Guinea,2015,0,2015
Ethiopia,2015,179100000,2015
Gabon,2015,0,2015
Ghana,2015,2400000,2015
Guatemala,2015,177660000,2015
Guinea,2015,9120000,2015
Guyana,2015,120000,2015
Haiti,2015,180000,2015
Honduras,2015,301800000,2015
India,2015,315720000,2015
Indonesia,2015,502740000,2015
Jamaica,2015,720000,2015
Kenya,2015,42720000,2015
Lao People's Democratic Republic,2015,24180000,2015
Liberia,2015,240000,2015
Madagascar,2015,3540000,2015
Malawi,2015,1080000,2015
Mexico,2015,147480000,2015
Nepal,2015,120000,2015
Nicaragua,2015,105180000,2015
Nigeria,2015,180000,2015
Panama,2015,3000000,2015
Papua New Guinea,2015,42660000,2015
Paraguay,2015,0,2015
Peru,2015,167400000,2015
Philippines,2015,900000,2015
Rwanda,2015,15780000,2015
Sierra Leone,2015,3240000,2015
Sri Lanka,2015,0,2015
Tanzania,2015,42540000,2015
Thailand,2015,34680000,2015
Timor-Leste,2015,4080000,2015
Togo,2015,10680000,2015
Trinidad & Tobago,2015,120000,2015
Uganda,2015,215760000,2015
Venezuela,2015,60000,2015
Viet Nam,2015,1316640000,2015
Yemen,2015,3120000,2015
Zambia,2015,180000,2015
Zimbabwe,2015,660000,2015
Angola,2016,660000,2016
Bolivia (Plurinational State of),2016,1320000,2016
Brazil,2016,2056140000,2016
Burundi,2016,12240000,2016
Cameroon,2016,16860000,2016
Central African Republic,2016,4800000,2016
Colombia,2016,769860000,2016
Congo,2016,0,2016
Costa Rica,2016,60420000,2016
Côte d'Ivoire,2016,85920000,2016
Cuba,2016,900000,2016
Democratic Republic of Congo,2016,10260000,2016
Dominican Republic,2016,1140000,2016
Ecuador,2016,55380000,2016
El Salvador,2016,29760000,2016
Equatorial Guinea,2016,0,2016
Ethiopia,2016,180060000,2016
Gabon,2016,0,2016
Ghana,2016,1620000,2016
Guatemala,2016,179460000,2016
Guinea,2016,15000000,2016
Guyana,2016,120000,2016
Haiti,2016,60000,2016
Honduras,2016,318360000,2016
India,2016,365160000,2016
Indonesia,2016,392700000,2016
Jamaica,2016,660000,2016
Kenya,2016,43620000,2016
Lao People's Democratic Republic,2016,23160000,2016
Liberia,2016,180000,2016
Madagascar,2016,4560000,2016
Malawi,2016,1320000,2016
Mexico,2016,133980000,2016
Nepal,2016,120000,2016
Nicaragua,2016,117780000,2016
Nigeria,2016,60000,2016
Panama,2016,3360000,2016
Papua New Guinea,2016,67980000,2016
Paraguay,2016,0,2016
Peru,2016,237600000,2016
Philippines,2016,780000,2016
Rwanda,2016,14640000,2016
Sierra Leone,2016,1560000,2016
Sri Lanka,2016,60000,2016
Tanzania,2016,54300000,2016
Thailand,2016,7860000,2016
Timor-Leste,2016,4080000,2016
Togo,2016,4500000,2016
Trinidad & Tobago,2016,120000,2016
Uganda,2016,212580000,2016
Venezuela,2016,0,2016
Viet Nam,2016,1783260000,2016
Yemen,2016,2280000,2016
Zambia,2016,600000,2016
Zimbabwe,2016,720000,2016
Angola,2017,540000,2017
Bolivia (Plurinational State of),2017,1560000,2017
Brazil,2017,1855500000,2017
Burundi,2017,10140000,2017
Cameroon,2017,14700000,2017
Central African Republic,2017,1080000,2017
Colombia,2017,779100000,2017
Congo,2017,0,2017
Costa Rica,2017,59220000,2017
Côte d'Ivoire,2017,51300000,2017
Cuba,2017,900000,2017
Democratic Republic of Congo,2017,5340000,2017
Dominican Republic,2017,1440000,2017
Ecuador,2017,41700000,2017
El Salvador,2017,31620000,2017
Equatorial Guinea,2017,0,2017
Ethiopia,2017,226380000,2017
Gabon,2017,0,2017
Ghana,2017,1020000,2017
Guatemala,2017,202980000,2017
Guinea,2017,12960000,2017
Guyana,2017,60000,2017
Haiti,2017,120000,2017
Honduras,2017,440460000,2017
India,2017,392520000,2017
Indonesia,2017,491880000,2017
Jamaica,2017,600000,2017
Kenya,2017,42600000,2017
Lao People's Democratic Republic,2017,23160000,2017
Liberia,2017,660000,2017
Madagascar,2017,3480000,2017
Malawi,2017,780000,2017
Mexico,2017,174660000,2017
Nepal,2017,60000,2017
Nicaragua,2017,146940000,2017
Nigeria,2017,180000,2017
Panama,2017,3000000,2017
Papua New Guinea,2017,47640000,2017
Paraguay,2017,0,2017
Peru,2017,236760000,2017
Philippines,2017,540000,2017
Rwanda,2017,14760000,2017
Sierra Leone,2017,2100000,2017
Sri Lanka,2017,120000,2017
Tanzania,2017,39840000,2017
Thailand,2017,8460000,2017
Timor-Leste,2017,5160000,2017
Togo,2017,1620000,2017
Trinidad & Tobago,2017,120000,2017
Uganda,2017,286440000,2017
Venezuela,2017,0,2017
Viet Nam,2017,1505520000,2017
Yemen,2017,2760000,2017
Zambia,2017,780000,2017
Zimbabwe,2017,120000,2017
Angola,2018,540000,2018
Bolivia (Plurinational State of),2018,1320000,2018
Brazil,2018,2138220000,2018
Burundi,2018,12120000,2018
Cameroon,2018,17220000,2018
Central African Republic,2018,2340000,2018
Colombia,2018,768480000,2018
Congo,2018,0,2018
Costa Rica,2018,72480000,2018
Côte d'Ivoire,2018,91320000,2018
Cuba,2018,1980000,2018
Democratic Republic of Congo,2018,11280000,2018
Dominican Republic,2018,1920000,2018
Ecuador,2018,28980000,2018
El Salvador,2018,34260000,2018
Equatorial Guinea,2018,0,2018
Ethiopia,2018,215340000,2018
Gabon,2018,0,2018
Ghana,2018,720000,2018
Guatemala,2018,199620000,2018
Guinea,2018,9420000,2018
Guyana,2018,60000,2018
Haiti,2018,120000,2018
Honduras,2018,428640000,2018
India,2018,358020000,2018
Indonesia,2018,272340000,2018
Jamaica,2018,600000,2018
Kenya,2018,45180000,2018
Lao People's Democratic Republic,2018,21660000,2018
Liberia,2018,480000,2018
Madagascar,2018,360000,2018
Malawi,2018,720000,2018
Mexico,2018,173280000,2018
Nepal,2018,120000,2018
Nicaragua,2018,138000000,2018
Nigeria,2018,180000,2018
Panama,2018,2820000,2018
Papua New Guinea,2018,52200000,2018
Paraguay,2018,0,2018
Peru,2018,243840000,2018
Philippines,2018,240000,2018
Rwanda,2018,21000000,2018
Sierra Leone,2018,1620000,2018
Sri Lanka,2018,120000,2018
Tanzania,2018,51360000,2018
Thailand,2018,15480000,2018
Timor-Leste,2018,7740000,2018
Togo,2018,6660000,2018
Trinidad & Tobago,2018,180000,2018
Uganda,2018,253380000,2018
Venezuela,2018,4320000,2018
Viet Nam,2018,1883100000,2018
Yemen,2018,2520000,2018
Zambia,2018,1560000,2018
Zimbabwe,2018,300000,2018
Angola,2019,1380000,2019
Bolivia (Plurinational State of),2019,1200000,2019
Brazil,2019,-2147483648,2019
Burundi,2019,17580000,2019
Cameroon,2019,15000000,2019
Central African Republic,2019,1140000,2019
Colombia,2019,820320000,2019
Congo,2019,0,2019
Costa Rica,2019,62340000,2019
Côte d'Ivoire,2019,126240000,2019
Cuba,2019,1320000,2019
Democratic Republic of Congo,2019,12300000,2019
Dominican Republic,2019,1620000,2019
Ecuador,2019,30360000,2019
El Salvador,2019,32760000,2019
Equatorial Guinea,2019,0,2019
Ethiopia,2019,235260000,2019
Gabon,2019,0,2019
Ghana,2019,600000,2019
Guatemala,2019,216780000,2019
Guinea,2019,4140000,2019
Guyana,2019,60000,2019
Haiti,2019,120000,2019
Honduras,2019,405900000,2019
India,2019,361680000,2019
Indonesia,2019,380040000,2019
Jamaica,2019,540000,2019
Kenya,2019,50160000,2019
Lao People's Democratic Republic,2019,34500000,2019
Liberia,2019,60000,2019
Madagascar,2019,240000,2019
Malawi,2019,960000,2019
Mexico,2019,157620000,2019
Nepal,2019,60000,2019
Nicaragua,2019,177240000,2019
Nigeria,2019,120000,2019
Panama,2019,3060000,2019
Papua New Guinea,2019,47220000,2019
Paraguay,2019,0,2019
Peru,2019,226320000,2019
Philippines,2019,420000,2019
Rwanda,2019,23340000,2019
Sierra Leone,2019,2820000,2019
Sri Lanka,2019,60000,2019
Tanzania,2019,64140000,2019
Thailand,2019,10440000,2019
Timor-Leste,2019,7020000,2019
Togo,2019,3480000,2019
Trinidad & Tobago,2019,120000,2019
Uganda,2019,271560000,2019
Venezuela,2019,3180000,2019
Viet Nam,2019,1644000000,2019
Yemen,2019,720000,2019
Zambia,2019,1620000,2019
Zimbabwe,2019,360000,2019
